nbsujet nbséanceia nbséanceprog
1863 70 4681
1864 80 4681
1865 37 4681
1866 60 4681
1867 45 4681
1868 50 4681
1869 67 4681
1870 34 4681
1871 83 4681
1872 34 4681
1873 78 4681
1874 81 4681
1875 30 4681
1876 47 4681
1877 79 4681
1878 36 4681
1879 81 4681
1880 34 4681
1881 44 4681
1882 30 4681
1883 48 4681
1884 44 4681
1885 78 4681
1886 34 4681
1887 87 4681
1888 23 4681
1889 92 4681
1890 54 4681
1891 78 4681
1892 79 4681
1893 34 4681
1894 33 4681
1895 77 4681
1896 35 4681
1897 31 4681
1898 28 4681
1899 73 4681
1900 31 4681
1901 70 4681
1902 35 4681
1903 32 4681
1904 30 4681
1905 34 4681
1906 31 4681
1907 20 4681
1908 31 4681
1909 33 4681
1910 36 4681
1911 30 4681
1912 47 4681
1913 86 4681
1914 34 4681
1915 84 4681
1916 49 4681
1917 31 4681
1918 46 4681
1919 70 4681
1920 79 4681
1921 19 4681
1922 32 4681
1923 19 4681
1924 32 4681
1925 84 4681
1926 88 4681
1927 34 4681
1928 45 4681
1929 21 4681
1930 31 4681
1931 30 4681
1932 49 4681
1933 30 4681
1934 46 4681
1935 50 4681
1936 35 4681
1937 89 4681
1938 90 4681
1939 45 4681
1940 50 4681
1941 35 4681
1942 79 4681
1943 35 4681
1944 18 4681
1945 50 4681
1946 32 4681
1947 30 4681
1948 44 4681
1949 34 4681
1950 87 4681
1951 28 4681
1952 37 4681
1953 74 4681
1954 74 4681
1955 82 4681
1956 31 4681
1957 37 4681
1958 34 4681
1959 93 4681
1960 36 4681
1961 35 4681
1962 30 4681
1963 77 4681
1964 30 4681
1965 71 4681
1966 29 4681
1967 30 4681
1968 21 4681
1969 20 4681
1970 34 4681
1971 46 4681
1972 32 4681
1973 21 4681
1974 37 4681
1975 55 4681
1976 59 4681
1977 19 4681
1978 33 4681
1979 31 4681
1980 37 4681
1981 44 4681
1982 34 4681
1983 91 4681
1984 34 4681
1985 88 4681
1986 37 4681
1987 52 4681
1988 32 4681
1989 23 4681
1990 78 4681
1991 36 4681
1992 35 4681
1993 85 4681
1994 34 4681
1995 32 4681
1996 58 4681
1997 84 4681
1998 84 4681
1999 45 4681
2000 76 4681
2001 36 4681
2002 18 4681
2003 47 4681
2004 83 4681
2005 28 4681
2006 28 4681
2007 32 4681
2008 33 4681
2009 19 4681
2010 21 4681
2011 46 4681
2012 35 4681
2013 34 4681
2014 22 4681
2015 88 4681
2016 45 4681
2017 21 4681
2018 35 4681
2019 30 4681
2020 32 4681
2021 34 4681
2022 33 4681
2023 44 4681
2024 35 4681
2025 22 4681
2026 33 4681
2027 81 4681
2028 44 4681
2029 31 4681
2030 35 4681
2031 23 4681
2032 31 4681
2033 79 4681
2034 34 4681
2035 46 4681
2036 31 4681
2037 44 4681
2038 28 4681
2039 46 4681
2040 19 4681
2041 32 4681
2042 34 4681
2043 33 4681
2044 20 4681
2045 35 4681
2046 74 4681
2047 28 4681
2048 33 4681
2049 80 4681
2050 35 4681
2051 34 4681
2052 35 4681
2053 30 4681
2054 34 4681
2055 45 4681
2056 22 4681
2057 87 4681
2058 31 4681
2059 35 4681
2060 34 4681
2061 35 4681
2062 23 4681
2063 36 4681
2064 31 4681
2065 81 4681
2066 47 4681
2067 85 4681
2068 28 4681
2069 82 4681
2070 20 4681
2071 35 4681
2072 92 4681
2073 22 4681
2074 22 4681
2075 44 4681
2076 46 4681
2077 33 4681
2078 79 4681
2079 31 4681
2080 32 4681
2081 31 4681
2082 28 4681
2083 50 4681
2084 50 4681
2085 34 4681
2086 50 4681
2087 92 4681
2088 30 4681
2089 44 4681
2090 32 4681
2091 21 4681
2092 44 4681
2093 35 4681
2094 88 4681
2095 34 4681
2096 83 4681
2097 74 4681
2098 44 4681
2099 35 4681
2100 23 4681
2101 61 4681
2102 75 4681
2103 61 4681
2104 22 4681
2105 21 4681
2106 32 4681
2107 24 4681
2108 80 4681
2109 35 4681
2110 31 4681
2111 32 4681
2112 33 4681
2113 45 4681
2114 18 4681
2115 45 4681
2116 19 4681
2117 55 4681
2118 74 4681
2119 34 4681
2120 31 4681
2121 32 4681
2122 47 4681
2123 80 4681
2124 28 4681
2125 81 4681
2126 22 4681
2127 33 4681
2128 32 4681
2129 34 4681
2130 35 4681
2131 23 4681
2132 79 4681
2133 33 4681
2134 34 4681
2135 91 4681
2136 67 4681
2137 32 4681
2138 34 4681
2139 31 4681
2140 24 4681
2141 31 4681
2142 33 4681
2143 33 4681
2144 76 4681
2145 80 4681
2146 34 4681
2147 78 4681
2148 23 4681
2149 35 4681
2150 18 4681
2151 18 4681
2152 36 4681
2153 76 4681
2154 33 4681
2155 50 4681
2156 47 4681
2157 45 4681
2158 32 4681
2159 35 4681
2160 89 4681
2161 54 4681
2162 32 4681
2163 50 4681
2164 28 4681
2165 30 4681
2166 36 4681
2167 21 4681
2168 29 4681
2169 79 4681
2170 54 4681
2171 91 4681
2172 22 4681
2173 93 4681
2174 85 4681
2175 28 4681
2176 81 4681
2177 21 4681
2178 77 4681
2179 23 4681
2180 28 4681
2181 29 4681
2182 61 4681
2183 44 4681
2184 23 4681
2185 91 4681
2186 32 4681
2187 23 4681
2188 32 4681
2189 31 4681
2190 83 4681
2191 29 4681
2192 21 4681
2193 82 4681
2194 34 4681
2195 37 4681
2196 71 4657
2197 91 4681
2198 64 4681
2199 30 4681
2200 78 4681
2201 32 4681
2202 30 4681
2203 35 4681
2204 37 4681
2205 44 4681
2206 18 4681
2207 32 4681
2208 79 4681
2209 22 4681
2210 76 4681
2211 21 4681
2212 34 4681
2213 36 4681
2214 45 4681
2215 45 4681
2216 32 4681
2217 34 4681
2218 80 4681
2219 72 4681
2220 32 4681
2221 32 4681
2222 31 4681
2223 33 4681
2224 29 4681
2225 33 4681
2226 85 4681
2227 34 4681
2228 32 4681
2229 53 4681
2230 60 4681
2231 88 4681
2232 68 4681
2233 91 4681
2234 20 4681
2235 90 4681
2236 30 4681
2237 30 4681
2238 50 4681
2239 23 4681
2240 81 4681
2241 36 4681
2242 33 4681
2243 30 4681
2244 35 4681
2245 34 4681
2246 32 4681
2247 73 4681
2248 19 4681
2249 88 4681
2250 44 4681
2251 33 4681
2252 34 4681
2253 92 4681
2254 83 4681
2255 19 4681
2256 35 4681
2257 21 4681
2258 28 4681
2259 45 4681
2260 85 4681
2261 32 4681
2262 50 4681
2263 36 4681
2264 32 4681
2265 35 4681
2266 89 4681
2267 34 4681
2268 30 4681
2269 50 4681
2270 84 4681
2271 80 4681
2272 90 4681
2273 74 4681
2274 21 4681
2275 34 4681
2276 30 4681
2277 45 4681
2278 20 4681
2279 29 4681
2280 28 4681
2281 35 4681
2282 84 4681
2283 33 4681
2284 33 4681
2285 36 4681
2286 80 4681
2287 23 4681
2288 47 4681
2289 28 4681
2290 68 4681
2291 20 4681
2292 18 4681
2293 35 4681
2294 28 4681
2295 35 4681
2296 20 4681
2297 36 4681
2298 35 4681
2299 18 4681
2300 35 4681
2301 22 4681
2302 83 4681
2303 31 4681
2304 92 4681
2305 31 4681
2306 19 4681
2307 50 4681
2308 44 4681
2309 28 4681
2310 33 4681
2311 60 4681
2312 30 4681
2313 47 4681
2314 22 4681
2315 37 4681
2316 45 4681
2317 23 4681
2318 35 4681
2319 47 4681
2320 84 4681
2321 35 4681
2322 31 4681
2323 31 4681
2324 44 4681
2325 36 4681
2326 82 4681
2327 23 4681
2328 81 4681
2329 50 4681
2330 22 4681
2331 86 4681
2332 23 4681
2333 48 4681
2334 76 4681
2335 82 4681
2336 22 4681
2337 29 4681
2338 33 4681
2339 48 4681
2340 82 4681
2341 92 4681
2342 76 4681
2343 72 4681
2344 80 4681
2345 33 4681
2346 58 4681
2347 87 4681
2348 44 4681
2349 23 4681
2350 28 4681
2351 53 4681
2352 80 4681
2353 22 4681
2354 44 4681
2355 45 4681
2356 35 4681
2357 44 4681
2358 82 4681
2359 77 4681
2360 50 4681
2361 19 4681
2362 84 4681
2363 48 4681
2364 92 4681
2365 92 4681
2366 81 4681
2367 85 4681
2368 35 4681
2369 30 4681
2370 28 4681
2371 50 4681
2372 80 4681
2373 33 4681
2374 76 4681
2375 36 4681
2376 92 4681
2377 19 4681
2378 21 4681
2379 93 4681
2380 49 4681
2381 33 4681
2382 90 4681
2383 48 4681
2384 30 4681
2385 36 4681
2386 36 4681
2387 75 4681
2388 36 4681
2389 44 4681
2390 19 4681
2391 77 4681
2392 23 4681
2393 86 4681
2394 19 4681
2395 24 4681
2396 28 4681
2397 33 4681
2398 34 4681
2399 35 4681
2400 83 4681
2401 31 4681
2402 60 4681
2403 44 4681
2404 32 4681
2405 49 4681
2406 35 4681
2407 87 4681
2408 54 4681
2409 46 4681
2410 28 4681
2411 62 4681
2412 47 4681
2413 50 4681
2414 29 4681
2415 32 4681
2416 33 4681
2417 93 4681
2418 21 4681
2419 78 4681
2420 18 4681
2421 78 4681
2422 36 4681
2423 23 4681
2424 19 4681
2425 67 4681
2426 31 4681
2427 75 4681
2428 77 4681
2429 44 4681
2430 33 4681
2431 45 4681
2432 79 4681
2433 72 4681
2434 34 4681
2435 81 4681
2436 67 4681
2437 50 4681
2438 23 4681
2439 35 4681
2440 79 4681
2441 22 4681
2442 77 4681
2443 83 4681
2444 35 4681
2445 71 4681
2446 79 4681
2447 21 4681
2448 45 4681
2449 30 4681
2450 21 4681
2451 50 4681
2452 83 4681
2453 23 4681
2454 33 4681
2455 49 4681
2456 31 4681
2457 21 4681
2458 36 4681
2459 28 4681
2460 75 4681
2461 92 4681
2462 71 4681
2463 79 4681
2464 32 4681
2465 80 4681
2466 18 4681
2467 48 4681
2468 35 4681
2469 30 4681
2470 32 4681
2471 22 4681
2472 23 4681
2473 34 4681
2474 87 4681
2475 30 4681
2476 30 4681
2477 78 4681
2478 36 4681
2479 34 4681
2480 36 4681
2481 36 4681
2482 20 4681
2483 81 4681
2484 36 4681
2485 75 4681
2486 28 4681
2487 54 4681
2488 48 4681
2489 52 4681
2490 28 4681
2491 35 4681
2492 48 4681
2493 45 4681
2494 24 4681
2495 34 4681
2496 37 4681
2497 22 4681
2498 28 4681
2499 21 4681
2500 50 4681
2501 80 4681
2502 59 4681
2503 31 4681
2504 30 4681
2505 89 4681
2506 71 4681
2507 44 4681
2508 79 4681
2509 49 4681
2510 30 4681
2511 44 4681
2512 31 4681
2513 34 4681
2514 21 4681
2515 30 4681
2516 22 4681
2517 93 4681
2518 18 4681
2519 86 4681
2520 30 4681
2521 23 4681
2522 34 4681
2523 30 4681
2524 76 4681
2525 81 4681
2526 33 4681
2527 34 4681
2528 61 4681
2529 83 4681
2530 50 4681
2531 44 4681
2532 30 4681
2533 30 4681
2534 90 4681
2535 77 4681
2536 32 4681
2537 84 4681
2538 89 4681
2539 20 4681
2540 44 4681
2541 78 4681
2542 80 4681
2543 68 4681
2544 47 4681
2545 55 4681
2546 21 4681
2547 32 4681
2548 32 4681
2549 32 4681
2550 68 4681
2551 44 4681
2552 23 4681
2553 34 4681
2554 80 4681
2555 23 4681
2556 80 4681
2557 79 4681
2558 46 4681
2559 75 4681
2560 44 4681
2561 35 4681
2562 51 4681
2563 46 4681
2564 48 4681
2565 32 4681
2566 33 4681
2567 35 4681
2568 31 4681
2569 93 4681
2570 34 4681
2571 34 4681
2572 85 4681
2573 20 4681
2574 77 4681
2575 22 4681
2576 23 4681
2577 46 4681
2578 35 4681
2579 90 4681
2580 46 4681
2581 29 4681
2582 83 4681
2583 68 4681
2584 19 4681
2585 71 4598
2586 77 4681
2587 81 4681
2588 50 4681
2589 36 4681
2590 79 4681
2591 86 4681
2592 33 4681
2593 35 4681
2594 44 4681
2595 73 4681
2596 31 4681
2597 47 4681
2598 22 4681
2599 80 4681
2600 24 4681
2601 23 4681
2602 55 4681
2603 79 4681
2604 35 4681
2605 34 4681
2606 24 4681
2607 90 4681
2608 32 4681
2609 49 4681
2610 28 4681
2611 32 4681
2612 46 4681
2613 28 4681
2614 44 4681
2615 54 4681
2616 44 4681
2617 50 4681
2618 37 4681
2619 31 4681
2620 68 4681
2621 82 4681
2622 49 4681
2623 45 4681
2624 34 4681
2625 44 4681
2626 48 4681
2627 46 4681
2628 30 4681
2629 29 4681
2630 31 4681
2631 75 4681
2632 33 4681
2633 80 4681
2634 47 4681
2635 30 4681
2636 30 4681
2637 21 4681
2638 35 4681
2639 49 4681
2640 36 4681
2641 86 4681
2642 28 4681
2643 20 4681
2644 69 4681
2645 47 4681
2646 35 4681
2647 44 4681
2648 23 4681
2649 45 4681
2650 35 4681
2651 33 4681
2652 31 4681
2653 22 4681
2654 20 4681
2655 30 4681
2656 46 4681
2657 22 4681
2658 35 4681
2659 36 4681
2660 84 4681
2661 21 4681
2662 32 4681
2663 22 4681
2664 85 4681
2665 33 4681
2666 34 4681
2667 77 4681
2668 33 4681
2669 36 4681
2670 48 4681
2671 32 4681
2672 31 4681
2673 60 4681
2674 78 4681
2675 36 4681
2676 35 4681
2677 83 4681
2678 31 4681
2679 32 4681
2680 44 4681
2681 79 4681
2682 47 4681
2683 29 4681
2684 30 4681
2685 80 4681
2686 31 4681
2687 92 4681
2688 45 4681
2689 28 4681
2690 76 4681
2691 35 4681
2692 31 4681
2693 31 4681
2694 44 4681
2695 89 4681
2696 19 4681
2697 36 4681
2698 79 4681
2699 28 4681
2700 34 4681
2701 28 4681
2702 19 4681
2703 44 4681
2704 44 4681
2705 19 4681
2706 78 4681
2707 45 4681
2708 83 4681
2709 34 4681
2710 87 4681
2711 24 4681
2712 81 4681
2713 30 4681
2714 50 4681
2715 44 4681
2716 47 4681
2717 35 4681
2718 30 4681
2719 19 4681
2720 35 4681
2721 34 4681
2722 74 4681
2723 22 4681
2724 23 4681
2725 33 4681
2726 21 4681
2727 47 4681
2728 33 4681
2729 23 4681
2730 91 4681
2731 35 4681
2732 33 4681
2733 32 4681
2734 78 4681
2735 74 4681
2736 50 4681
2737 83 4681
2738 44 4681
2739 20 4681
2740 44 4681
2741 35 4681
2742 45 4681
2743 28 4681
2744 34 4681
2745 54 4681
2746 83 4681
2747 81 4681
2748 35 4681
2749 35 4681
2750 19 4681
2751 67 4681
2752 44 4681
2753 81 4681
2754 29 4681
2755 20 4681
2756 21 4681
2757 20 4681
2758 21 4681
2759 61 4681
2760 53 4681
2761 28 4681
2762 62 4681
2763 79 4681
2764 68 4681
2765 23 4681
2766 35 4681
2767 22 4681
2768 23 4681
2769 19 4681
2770 68 4681
2771 87 4681
2772 31 4681
2773 35 4681
2774 68 4681
2775 33 4681
2776 37 4681
2777 33 4681
2778 31 4681
2779 30 4681
2780 34 4681
2781 20 4681
2782 45 4681
2783 52 4681
2784 31 4681
2785 36 4681
2786 78 4681
2787 29 4681
2788 35 4681
2789 31 4681
2790 23 4681
2791 36 4681
2792 31 4681
2793 31 4681
2794 49 4681
2795 33 4681
2796 80 4681
2797 50 4681
2798 80 4681
2799 22 4681
2800 36 4681
2801 55 4681
2802 44 4681
2803 81 4681
2804 30 4681
2805 20 4681
2806 31 4681
2807 28 4681
2808 22 4681
2809 21 4681
2810 37 4681
2811 31 4681
2812 31 4681
2813 86 4681
2814 78 4681
2815 34 4681
2816 23 4681
2817 47 4681
2818 44 4681
2819 48 4681
2820 34 4681
2821 85 4681
2822 44 4681
2823 69 4681
2824 44 4681
2825 90 4681
2826 92 4681
2827 33 4681
2828 44 4681
2829 83 4681
2830 36 4681
2831 23 4681
2832 30 4681
2833 63 4681
2834 22 4681
2835 46 4681
2836 31 4681
2837 55 4681
2838 70 4681
2839 18 4681
2840 21 4681
2841 19 4681
2842 81 4681
2843 81 4681
2844 48 4681
2845 85 4681
2846 75 4681
2847 30 4681
2848 91 4681
2849 81 4681
2850 57 4681
2851 89 4681
2852 54 4681
2853 83 4681
2854 87 4681
2855 35 4681
2856 44 4681
2857 44 4681
2858 44 4681
2859 50 4681
2860 20 4681
2861 32 4681
2862 23 4681
2863 30 4681
2864 80 4681
2865 44 4681
2866 45 4681
2867 78 4681
2868 76 4681
2869 48 4681
2870 49 4681
2871 21 4681
2872 34 4681
2873 33 4681
2874 35 4681
2875 20 4681
2876 34 4681
2877 82 4681
2878 34 4681
2879 30 4681
2880 31 4681
2881 77 4681
2882 76 4681
2883 32 4681
2884 74 4681
2885 20 4681
2886 30 4681
2887 23 4681
2888 58 4681
2889 88 4681
2890 79 4681
2891 52 4681
2892 34 4681
2893 18 4681
2894 92 4681
2895 32 4681
2896 32 4681
2897 21 4681
2898 19 4681
2899 48 4681
2900 22 4681
2901 48 4681
2902 33 4681
2903 93 4681
2904 87 4681
2905 20 4681
2906 63 4681
2907 46 4681
2908 33 4681
2909 73 4681
2910 44 4681
2911 48 4681
2912 35 4681
2913 31 4681
2914 79 4681
2915 36 4681
2916 28 4681
2917 32 4681
2918 49 4681
2919 18 4681
2920 20 4681
2921 83 4681
2922 90 4681
2923 35 4681
2924 31 4681
2925 31 4681
2926 35 4681
2927 49 4681
2928 74 4681
2929 35 4681
2930 21 4681
2931 44 4681
2932 28 4681
2933 36 4681
2934 83 4681
2935 91 4681
2936 33 4681
2937 23 4681
2938 78 4681
2939 81 4681
2940 62 4681
2941 67 4681
2942 52 4681
2943 85 4681
2944 84 4681
2945 36 4681
2946 36 4681
2947 82 4681
2948 30 4681
2949 83 4681
2950 44 4681
2951 44 4681
2952 33 4681
2953 30 4681
2954 24 4681
2955 63 4681
2956 34 4681
2957 20 4681
2958 30 4681
2959 28 4681
2960 21 4681
2961 88 4681
2962 30 4681
2963 36 4681
2964 33 4681
2965 34 4681
2966 83 4681
2967 90 4681
2968 34 4681
2969 30 4681
2970 87 4681
2971 73 4681
2972 33 4681
2973 31 4681
2974 35 4681
2975 31 4681
2976 31 4681
2977 31 4681
2978 35 4681
2979 86 4681
2980 23 4681
2981 28 4681
2982 35 4681
2983 35 4681
2984 82 4681
2985 83 4681
2986 86 4681
2987 93 4681
2988 79 4681
2989 48 4681
2990 32 4681
2991 79 4681
2992 31 4681
2993 44 4681
2994 90 4681
2995 62 4681
2996 81 4681
2997 22 4681
2998 32 4681
2999 30 4681
3000 32 4681
3001 33 4681
3002 33 4681
3003 82 4681
3004 62 4681
3005 36 4681
3006 78 4681
3007 35 4681
3008 33 4681
3009 89 4681
3010 85 4681
3011 33 4681
3012 87 4681
3013 30 4681
3014 85 4681
3015 36 4681
3016 80 4681
3017 45 4681
3018 69 4681
3019 35 4681
3020 80 4681
3021 91 4681
3022 67 4681
3023 33 4681
3024 28 4681
3025 30 4681
3026 28 4681
3027 30 4681
3028 35 4681
3029 23 4681
3030 23 4681
3031 18 4681
3032 35 4681
3033 31 4681
3034 33 4681
3035 23 4681
3036 85 4681
3037 18 4681
3038 47 4681
3039 30 4681
3040 47 4681
3041 21 4681
3042 34 4681
3043 33 4681
3044 35 4681
3045 87 4681
3046 36 4681
3047 23 4681
3048 32 4681
3049 78 4681
3050 31 4681
3051 33 4681
3052 30 4681
3053 46 4681
3054 22 4681
3055 33 4681
3056 81 4681
3057 63 4681
3058 80 4681
3059 44 4681
3060 31 4681
3061 33 4681
3062 59 4681
3063 76 4681
3064 37 4681
3065 86 4681
3066 49 4681
3067 34 4681
3068 83 4681
3069 44 4681
3070 21 4681
3071 31 4681
3072 50 4681
3073 22 4681
3074 32 4681
3075 50 4681
3076 19 4681
3077 93 4681
3078 34 4681
3079 89 4681
3080 83 4681
3081 49 4681
3082 28 4681
3083 75 4681
3084 19 4681
3085 35 4681
3086 62 4681
3087 83 4681
3088 82 4681
3089 28 4681
3090 86 4681
3091 47 4681
3092 33 4681
3093 31 4681
3094 30 4681
3095 23 4681
3096 45 4681
3097 31 4681
3098 90 4681
3099 86 4681
3100 35 4681
3101 89 4681
3102 83 4681
3103 83 4681
3104 44 4681
3105 29 4681
3106 75 4681
3107 21 4681
3108 92 4681
3109 21 4681
3110 44 4681
3111 23 4681
3112 44 4681
3113 36 4681
3114 32 4681
3115 89 4681
3116 76 4681
3117 44 4681
3118 83 4681
3119 34 4681
3120 72 4681
3121 48 4681
3122 31 4681
3123 79 4681
3124 37 4681
3125 36 4681
3126 32 4681
3127 31 4681
3128 23 4681
3129 83 4681
3130 35 4681
3131 35 4681
3132 69 4681
3133 44 4681
3134 35 4681
3135 49 4681
3136 22 4681
3137 37 4681
3138 35 4681
3139 78 4681
3140 80 4681
3141 79 4681
3142 36 4681
3143 33 4681
3144 89 4681
3145 33 4681
3146 36 4681
3147 30 4681
3148 34 4681
3149 23 4681
3150 71 4681
3151 76 4681
3152 78 4681
3153 35 4681
3154 36 4681
3155 30 4681
3156 33 4681
3157 44 4681
3158 21 4681
3159 71 4681
3160 30 4681
3161 44 4681
3162 46 4681
3163 32 4681
3164 85 4681
3165 47 4681
3166 50 4681
3167 46 4681
3168 35 4681
3169 89 4681
3170 19 4681
3171 87 4681
3172 46 4681
3173 30 4681
3174 28 4681
3175 23 4681
3176 34 4681
3177 77 4681
3178 31 4681
3179 83 4681
3180 31 4681
3181 34 4681
3182 48 4681
3183 33 4681
3184 33 4681
3185 34 4681
3186 34 4681
3187 31 4681
3188 34 4681
3189 30 4681
3190 37 4681
3191 32 4681
3192 31 4681
3193 36 4681
3194 69 4681
3195 30 4681
3196 48 4681
3197 31 4681
3198 72 4681
3199 44 4681
3200 32 4681
3201 32 4681
3202 28 4681
3203 72 4681
3204 23 4681
3205 18 4681
3206 22 4681
3207 36 4681
3208 32 4681
3209 33 4681
3210 31 4681
3211 28 4681
3212 46 4681
3213 89 4681
3214 85 4681
3215 34 4681
3216 31 4681
3217 69 4681
3218 76 4681
3219 44 4681
3220 33 4681
3221 75 4681
3222 23 4681
3223 72 4681
3224 51 4681
3225 91 4681
3226 32 4681
3227 34 4681
3228 86 4681
3229 32 4681
3230 31 4681
3231 31 4681
3232 21 4681
3233 32 4681
3234 34 4681
3235 44 4681
3236 36 4681
3237 37 4681
3238 23 4681
3239 84 4681
3240 33 4681
3241 46 4681
3242 33 4681
3243 23 4681
3244 83 4681
3245 44 4681
3246 35 4681
3247 71 4681
3248 20 4681
3249 32 4681
3250 76 4681
3251 20 4681
3252 23 4681
3253 44 4681
3254 28 4681
3255 89 4681
3256 20 4681
3257 70 4681
3258 90 4681
3259 92 4681
3260 59 4681
3261 35 4681
3262 22 4681
3263 78 4681
3264 71 4681
3265 32 4681
3266 21 4681
3267 32 4681
3268 31 4681
3269 20 4681
3270 34 4681
3271 70 4681
3272 20 4681
3273 82 4681
3274 30 4681
3275 20 4681
3276 32 4681
3277 33 4681
3278 22 4681
3279 33 4681
3280 83 4681
3281 86 4681
3282 32 4681
3283 22 4681
3284 22 4681
3285 89 4681
3286 54 4681
3287 28 4681
3288 19 4681
3289 29 4681
3290 48 4681
3291 32 4681
3292 30 4681
3293 44 4681
3294 69 4681
3295 34 4681
3296 20 4681
3297 32 4681
3298 33 4681
3299 93 4681
3300 23 4681
3301 76 4681
3302 34 4681
3303 49 4681
3304 86 4681
3305 34 4681
3306 84 4681
3307 37 4681
3308 89 4681
3309 23 4681
3310 72 4681
3311 87 4681
3312 20 4681
3313 69 4681
3314 36 4681
3315 86 4681
3316 49 4681
3317 82 4681
3318 31 4681
3319 33 4681
3320 86 4681
3321 44 4681
3322 78 4681
3323 35 4681
3324 82 4681
3325 28 4681
3326 33 4681
3327 23 4681
3328 21 4681
3329 20 4681
3330 81 4681
3331 80 4681
3332 81 4681
3333 28 4681
3334 31 4681
3335 47 4681
3336 32 4681
3337 48 4681
3338 32 4681
3339 92 4681
3340 79 4681
3341 19 4681
3342 80 4681
3343 44 4681
3344 80 4681
3345 34 4681
3346 92 4681
3347 44 4681
3348 79 4681
3349 30 4681
3350 90 4681
3351 83 4681
3352 92 4681
3353 35 4681
3354 47 4681
3355 22 4681
3356 51 4681
3357 31 4681
3358 34 4681
3359 18 4681
3360 35 4681
3361 20 4681
3362 30 4681
3363 84 4681
3364 44 4681
3365 20 4681
3366 34 4681
3367 46 4681
3368 35 4681
3369 34 4681
3370 35 4681
3371 30 4681
3372 89 4681
3373 88 4681
3374 75 4681
3375 21 4681
3376 28 4681
3377 37 4681
3378 84 4681
3379 83 4681
3380 28 4681
3381 18 4681
3382 32 4681
3383 35 4681
3384 87 4681
3385 76 4681
3386 28 4681
3387 33 4681
3388 18 4681
3389 53 4681
3390 88 4681
3391 90 4681
3392 23 4681
3393 30 4681
3394 62 4681
3395 36 4681
3396 82 4681
3397 90 4681
3398 33 4681
3399 34 4681
3400 35 4681
3401 77 4681
3402 90 4681
3403 30 4681
3404 37 4681
3405 32 4681
3406 35 4681
3407 31 4681
3408 51 4681
3409 33 4681
3410 36 4681
3411 82 4681
3412 29 4681
3413 35 4681
3414 23 4681
3415 22 4681
3416 76 4681
3417 79 4681
3418 69 4681
3419 60 4681
3420 21 4681
3421 29 4681
3422 45 4681
3423 67 4681
3424 30 4681
3425 51 4681
3426 20 4681
3427 76 4681
3428 91 4681
3429 30 4681
3430 22 4681
3431 73 4681
3432 45 4681
3433 31 4681
3434 79 4681
3435 93 4681
3436 79 4681
3437 80 4681
3438 31 4681
3439 76 4681
3440 87 4681
3441 33 4681
3442 23 4681
3443 21 4681
3444 49 4681
3445 32 4681
3446 23 4681
3447 44 4681
3448 81 4681
3449 82 4681
3450 21 4681
3451 32 4681
3452 30 4681
3453 22 4681
3454 81 4681
3455 32 4681
3456 48 4681
3457 44 4681
3458 44 4681
3459 24 4681
3460 81 4681
3461 20 4681
3462 22 4681
3463 19 4681
3464 23 4681
3465 49 4681
3466 45 4681
3467 87 4681
3468 77 4681
3469 55 4681
3470 30 4681
3471 47 4681
3472 77 4681
3473 33 4681
3474 28 4681
3475 92 4681
3476 44 4681
3477 52 4681
3478 77 4681
3479 78 4681
3480 90 4681
3481 45 4681
3482 28 4681
3483 23 4681
3484 23 4681
3485 21 4681
3486 23 4681
3487 50 4681
3488 78 4681
3489 30 4681
3490 62 4681
3491 33 4681
3492 34 4681
3493 85 4681
3494 31 4681
3495 67 4681
3496 30 4681
3497 74 4681
3498 35 4681
3499 74 4681
3500 21 4681
3501 68 4681
3502 44 4681
3503 87 4681
3504 19 4681
3505 36 4681
3506 93 4681
3507 30 4681
3508 83 4681
3509 84 4681
3510 74 4681
3511 52 4681
3512 59 4681
3513 78 4681
3514 36 4681
3515 19 4681
3516 20 4681
3517 23 4681
3518 82 4681
3519 20 4681
3520 57 4681
3521 18 4681
3522 30 4681
3523 78 4681
3524 83 4681
3525 88 4681
3526 91 4681
3527 32 4681
3528 82 4681
3529 23 4681
3530 44 4681
3531 88 4681
3532 35 4681
3533 28 4681
3534 30 4681
3535 44 4681
3536 31 4681
3537 50 4681
3538 34 4681
3539 75 4681
3540 28 4681
3541 35 4681
3542 37 4681
3543 46 4681
3544 34 4681
3545 31 4681
3546 83 4681
3547 54 4681
3548 49 4681
3549 44 4681
3550 44 4681
3551 78 4681
3552 84 4681
3553 37 4681
3554 51 4681
3555 31 4681
3556 79 4681
3557 37 4681
3558 21 4681
3559 44 4681
3560 34 4681
3561 79 4681
3562 73 4681
3563 44 4681
3564 20 4681
3565 34 4681
3566 85 4681
3567 33 4681
3568 30 4681
3569 86 4681
3570 87 4681
3571 33 4681
3572 24 4681
3573 30 4681
3574 83 4681
3575 93 4681
3576 34 4681
3577 54 4681
3578 79 4681
3579 87 4681
3580 47 4681
3581 81 4681
3582 31 4681
3583 37 4681
3584 35 4681
3585 81 4681
3586 23 4681
3587 22 4681
3588 30 4681
3589 35 4681
3590 48 4681
3591 18 4681
3592 81 4681
3593 20 4681
3594 23 4681
3595 84 4681
3596 30 4681
3597 46 4681
3598 80 4681
3599 22 4681
3600 92 4681
3601 28 4681
3602 20 4681
3603 44 4681
3604 23 4681
3605 62 4681
3606 21 4681
3607 35 4681
3608 30 4681
3609 35 4681
